sensor_id,timestamp,value_s1,label_s1,value_s2,label_s2,value_s3,label_s3,label_any,v1,v2,v3,r1_mean_3,r2_mean_3,r3_mean_3
1,2025-09-08 21:06:33.600744,50.49568633830686,0,5.122069353516692,0,10.5147749757328,0,0,50.49568633830686,5.122069353516692,10.5147749757328,50.49568633830686,5.122069353516692,10.5147749757328
1,2025-09-08 21:07:33.600744,48.986729459044184,0,5.242170532655179,0,9.188577388463248,0,0,48.986729459044184,5.242170532655179,9.188577388463248,49.741207898675526,5.182119943085936,9.851676182098025
1,2025-09-08 21:08:33.600744,50.27599608108581,0,4.256859222144329,0,8.500070279923253,0,0,50.27599608108581,4.256859222144329,8.500070279923253,49.91947062614562,4.873699702772067,9.4011408813731
1,2025-09-08 21:09:33.600744,48.98019852241309,0,6.269868529038812,0,8.77546719055985,0,0,48.98019852241309,6.269868529038812,8.77546719055985,49.4143080208477,5.256299427946106,8.821371619648785
1,2025-09-08 21:10:33.600744,50.10547180509988,0,4.298614331999737,0,10.552142599027055,0,0,50.10547180509988,4.298614331999737,10.552142599027055,49.787222136199595,4.941780694394293,9.275893356503387
1,2025-09-08 21:11:33.600744,49.90640839813291,0,6.365280040901685,0,10.738457406759267,0,0,49.90640839813291,6.365280040901685,10.738457406759267,49.66402624188196,5.644587633980078,10.022022398782058
1,2025-09-08 21:12:33.600744,49.8879489575062,0,5.051620016743772,0,10.914684843652028,0,0,49.8879489575062,5.051620016743772,10.914684843652028,49.96660972024633,5.238504796548398,10.735094949812783
1,2025-09-08 21:13:33.600744,50.8116489048884,0,5.9317956513376116,0,8.775345123578958,0,0,50.8116489048884,5.9317956513376116,8.775345123578958,50.2020020868425,5.782898569661023,10.142829124663416
1,2025-09-08 21:14:33.600744,50.48491523733061,0,5.748983455951848,0,9.117671023103702,0,0,50.48491523733061,5.748983455951848,9.117671023103702,50.39483769990841,5.577466374677744,9.60256699677823
1,2025-09-08 21:15:33.600744,49.723106003969974,0,4.286435156519573,0,9.45711236838375,0,0,49.723106003969974,4.286435156519573,9.45711236838375,50.339890048729664,5.322404754603011,9.116709505022136
1,2025-09-08 21:16:33.600744,49.9265308515952,0,4.565110601738322,0,9.21817217204927,0,0,49.9265308515952,4.565110601738322,9.21817217204927,50.04485069763194,4.866843071403248,9.264318521178907
1,2025-09-08 21:17:33.600744,50.22263118877219,0,5.424626149116594,0,10.650888354833903,0,0,50.22263118877219,5.424626149116594,10.650888354833903,49.95742268144579,4.758723969124829,9.775390965088974
1,2025-09-08 21:18:33.600744,49.27203507900544,0,5.456691973169963,0,10.022881170490722,0,0,49.27203507900544,5.456691973169963,10.022881170490722,49.807065706457614,5.14880957467496,9.963980565791298
1,2025-09-08 21:19:33.600744,49.27733955119242,0,4.64242622126094,0,9.704233811675968,0,0,49.27733955119242,4.64242622126094,9.704233811675968,49.590668606323355,5.174581447849166,10.126001112333531
1,2025-09-08 21:20:33.600744,49.623257117183606,0,5.581765344765706,0,9.167793847146875,0,0,49.623257117183606,5.581765344765706,9.167793847146875,49.39087724912716,5.226961179732203,9.631636276437854
1,2025-09-08 21:21:33.600744,50.47809899702841,0,3.7643989815388688,0,8.746810571328838,0,0,50.47809899702841,3.7643989815388688,8.746810571328838,49.79289855513482,4.662863515855171,9.206279410050561
1,2025-09-08 21:22:33.600744,50.03704892749127,0,7.056988211289209,0,9.948592757834883,0,0,50.03704892749127,7.056988211289209,9.948592757834883,50.0461350139011,5.467717512531261,9.287732392103532
1,2025-09-08 21:23:33.600744,49.80703821593344,0,3.250467186401905,0,11.400783299905791,0,0,49.80703821593344,3.250467186401905,11.400783299905791,50.10739538015104,4.690618126409994,10.032062209689839
1,2025-09-08 21:24:33.600744,50.16631655034922,0,5.663084709921761,0,10.436051827657437,0,0,50.16631655034922,5.663084709921761,10.436051827657437,50.003467897924644,5.323513369204291,10.595142628466037
1,2025-09-08 21:25:33.600744,50.24506043937139,0,4.335402906379246,0,10.736306124588555,0,0,50.24506043937139,4.335402906379246,10.736306124588555,50.072805068551354,4.416318267567637,10.857713750717261
1,2025-09-08 21:26:33.600744,49.23707120206933,0,4.472859293397456,0,9.851807038924797,0,0,49.23707120206933,4.472859293397456,9.851807038924797,49.88281606392999,4.823782303232821,10.341388330390265
1,2025-09-08 21:27:33.600744,49.82968500920565,0,6.8526449526751385,0,10.65708103314413,0,0,49.82968500920565,6.8526449526751385,10.65708103314413,49.77060555021546,5.220302384150614,10.415064732219163
1,2025-09-08 21:28:33.600744,48.91708712518731,0,1.7455358256827695,1,9.616559170593067,0,1,48.91708712518731,1.7455358256827695,9.616559170593067,49.327947778820764,4.357013357251788,10.041815747553997
1,2025-09-08 21:29:33.600744,50.12860540275001,0,5.864342525494071,0,8.9322069330039,0,0,50.12860540275001,5.864342525494071,8.9322069330039,49.625125845714315,4.8208411012839925,9.7352823789137
1,2025-09-08 21:30:33.600744,49.85503763229878,0,7.317586608035086,0,9.32198193337523,0,0,49.85503763229878,7.317586608035086,9.32198193337523,49.6335767200787,4.975821653070642,9.290249345657399
1,2025-09-08 21:31:33.600744,49.4893577229417,0,4.931416835251938,0,10.366199197891358,0,0,49.4893577229417,4.931416835251938,10.366199197891358,49.82433358599683,6.0377819895936975,9.54012935475683
1,2025-09-08 21:32:33.600744,50.7623592197664,0,4.866576543410883,0,9.178622602985532,0,0,50.7623592197664,4.866576543410883,9.178622602985532,50.03558485833563,5.705193328899302,9.622267911417373
1,2025-09-08 21:33:33.600744,50.347094947204816,0,5.099284889850874,0,9.841027189367606,0,0,50.347094947204816,5.099284889850874,9.841027189367606,50.199603963304305,4.965759422837898,9.795282996748165
1,2025-09-08 21:34:33.600744,51.04153393978168,0,5.149679042024591,0,10.972845260101687,0,0,51.04153393978168,5.149679042024591,10.972845260101687,50.716996035584295,5.038513491762116,9.997498350818276
1,2025-09-08 21:35:33.600744,50.16452647651931,0,5.157760824697216,0,11.7270142523561,0,0,50.16452647651931,5.157760824697216,11.7270142523561,50.51771845450194,5.135574918857561,10.846962233941797
1,2025-09-08 21:36:33.600744,51.030869428770536,0,7.047398456159806,0,10.165153358084263,0,0,51.030869428770536,7.047398456159806,10.165153358084263,50.74564328169051,5.784946107627204,10.955004290180682
1,2025-09-08 21:37:33.600744,50.44475794214251,0,4.607393261909929,0,8.491628445939835,0,0,50.44475794214251,4.607393261909929,8.491628445939835,50.546717949144124,5.604184180922317,10.1279320187934
1,2025-09-08 21:38:33.600744,49.966624574809344,0,6.4552053716650395,0,9.544775198094168,0,0,49.966624574809344,6.4552053716650395,9.544775198094168,50.48075064857412,6.036665696578258,9.400519000706089
1,2025-09-08 21:39:33.600744,49.599496709629314,0,5.51834265998184,0,10.037866592926287,0,0,49.599496709629314,5.51834265998184,10.037866592926287,50.00362640886039,5.526980431185604,9.358090078986764
1,2025-09-08 21:40:33.600744,50.159970161786724,0,-0.5797709068041352,1,9.607720499411828,0,1,50.159970161786724,-0.5797709068041352,9.607720499411828,49.908697148741794,3.7979257082809146,9.730120763477428
1,2025-09-08 21:41:33.600744,50.75889966837186,0,4.501554524441215,0,11.816989012900528,0,0,50.75889966837186,4.501554524441215,11.816989012900528,50.17278884659597,3.146708759206307,10.48752536841288
1,2025-09-08 21:42:33.600744,50.32145462158577,0,4.419325747697872,0,9.310078514338926,0,0,50.32145462158577,4.419325747697872,9.310078514338926,50.41344148391479,2.7803697884449843,10.244929342217093
1,2025-09-08 21:43:33.600744,50.58203782368938,1,4.105980255130243,0,9.845602863693957,0,1,50.58203782368938,4.105980255130243,9.845602863693957,50.554130704549,4.3422868424231105,10.32422346364447
1,2025-09-08 21:44:33.600744,49.280409814244024,0,5.548999831836917,0,10.856774068956968,0,0,49.280409814244024,5.548999831836917,10.856774068956968,50.061300753173064,4.691435278221678,10.004151815663283
1,2025-09-08 21:45:33.600744,50.731672780887635,0,6.452570940638186,0,9.934220889473231,0,0,50.731672780887635,6.452570940638186,9.934220889473231,50.19804013960701,5.369183675868449,10.212199274041383
1,2025-09-08 21:46:33.600744,49.40160889953823,0,4.298942783600049,0,10.507003955380979,0,0,49.40160889953823,4.298942783600049,10.507003955380979,49.80456383155663,5.433504518691717,10.432666304603726
1,2025-09-08 21:47:33.600744,50.206980685026736,0,5.963808175002475,0,10.883377578851414,0,0,50.206980685026736,5.963808175002475,10.883377578851414,50.1134207884842,5.57177396641357,10.44153414123521
1,2025-09-08 21:48:33.600744,50.00039632491235,0,3.7291036805246534,0,11.354878756184332,0,0,50.00039632491235,3.7291036805246534,11.354878756184332,49.86966196982578,4.663951546375726,10.91508676347224
1,2025-09-08 21:49:33.600744,50.36846661977578,0,5.745506277594379,0,9.145143205986948,0,0,50.36846661977578,5.745506277594379,9.145143205986948,50.191947876571625,5.146139377707169,10.461133180340898
1,2025-09-08 21:50:33.600744,49.96623642746782,0,5.370337517811267,0,9.911384913660028,0,0,49.96623642746782,5.370337517811267,9.911384913660028,50.11169979071865,4.948315825310099,10.137135625277104
1,2025-09-08 21:51:33.600744,50.099385699650156,0,5.890876100988386,0,10.200619858412642,0,0,50.099385699650156,5.890876100988386,10.200619858412642,50.144696248964586,5.6689066321313435,9.752382659353206
1,2025-09-08 21:52:33.600744,50.815999192667434,0,3.3988290147650577,0,11.28134736376309,0,0,50.815999192667434,3.3988290147650577,11.28134736376309,50.2938737732618,4.886680877854904,10.464450711945252
1,2025-09-08 21:53:33.600744,49.93004524896166,0,5.343420208369848,0,8.339373168012179,0,0,49.93004524896166,5.343420208369848,8.339373168012179,50.28181004709308,4.8777084413744305,9.940446796729304
